statement	response	prediction	gold_label	dataset	shot_count
Esto va a ser lo que va a pivotar los números para el próximo año, una vez que también conozcamos cuáles son los elementos que tenemos que preservar en nuestro compromiso europeo, en nuestro compromiso con la consolidación fiscal, pero que permita como siempre que nadie se quede atrás en este momento de crisis, que podamos apoyar a nuestro tejido productivo y que podamos seguir ganando en prestaciones, en derechos, como este Gobierno tiene en su hoja de ruta y los partidos que hicieron posible esa investidura así también lo apoyaron y así también lo haremos una realidad, espero que más temprano que tarde.	1	1	1	CoMeta	4
El sorteo ha deparado que los números uno de cada equipo, Rafter y Kuerten, abran el fuego en la primera jornada, mientras que Hewitt se medirá a Meligeni.	1	1	1	CoMeta	4
Frente a las propuestas que quieren uniformar a la sociedad vasca, la Constitución y el Estatuto son la salvaguarda de la autonomía individual y de la rica pluralidad de los vascos.	1	1	1	CoMeta	4
El 2 de agosto de 1820 fue tomado prisionero por las fuerzas porteñas al a el mando de Manuel Dorrego en San Nicolás de los Arroyos y el 13 de febrero de 1821 fue dado de baja del de el ejército.	1	1	0	CoMeta	4
Saltarse Saltar se la Ley es, lisa y llanamente, liquidar la democracia.	1	1	1	CoMeta	4
Gorri señaló que CCOO y UGT quieren negociar un plan industrial para la firma española y valoró que General Dynamics se haya comprometido a mantener el empleo de los 2.022 trabajadores de Santa Bárbara y a no segregar a los grupos que la integran.	1	1	0	CoMeta	4
Según Radio Fiyi, los golpistas han presentado hoy al régimen militar que encabeza el comandante Frank Binimarama una propuesta de nueve puntos en la que se exige el fin de la ley marcial, impuesta el lunes, y el retorno de un gobierno civil, en concreto uno decidido por Speihgt.	1	1	0	CoMeta	4
Aplicar de forma selectiva y discriminatoria todo el rigor de la ordenanza municipal al mensaje impreso y desparramado de la clase obrera es encerrarlo encerrar lo en una cámara de gas.	1	1	1	CoMeta	4
En 1949 se graduó en Derecho y se doctoró en Ciencias Políticas en la Universidad Central de Venezuela, en Caracas.	1	1	0	CoMeta	4
En sus amaneceres de cazador furtivo, Florentino Ariza las encontraba a la salida de la misa de cinco, amortajadas de negro y con el cuervo del destino en el hombro.	1	1	1	CoMeta	4
Y estoy convencida que cada formación política va a llevar a esa Comisión la discusión a propósito de cuáles son los elementos nucleares sobre los que se tienen que vertebrar esa reconstrucción económica en el futuro.	1	1	1	CoMeta	4
El Presidente Karzai ya anunció que para 2014 las fuerzas armadas afganas deberían liderar todas las operaciones militares y la Cumbre de Lisboa de la OTAN debe servir para aclarar, en palabras de su Secretario General, ' cómo y cuándo se hace la transición '.	1	1	1	CoMeta	4
Negó, tras preguntarlo preguntar lo un internauta, ser comunista; dijo que tiene una ' gran amistad ' con Fidel Castro, más que admiración por él; añadió que también es amigo del presidente de Brasil, Fernando Henrique Cardoso, o por Fujimori, y dijo que con el presidente iraquí, Sadam Husein, le une ser socios de la Organización de Países Exportadores de Petróleo (OPEP) y haber elevado los precios del crudo.	1	1	0	CoMeta	4
' No me lo esperaba ', dijo el técnico del de el United Alex Ferguson.	1	1	0	CoMeta	4
En la evaluación del riesgo se tienen en cuenta tanto indicadores relativos al número de infecciones, según los criterios epidemiológicos y de nuestros expertos sanitarios, como también la capacidad asistencial y de salud pública, y finalmente, también, características y vulnerabilidad de la población.	1	1	0	CoMeta	4
Nuestra experiencia vital está basada en percepciones físicas - - ver, oír, oler, gustar y tocar - - y en simulacros.	1	1	0	CoMeta	4
La empresa española ACESA adquirió el 48,60 por ciento del Grupo Concesionario del Oeste (CGO), que explota la autopista de peaje que une Buenos Aires con la ciudad de Luján, a 70 kilómetros de la capital argentina.	1	1	0	CoMeta	4
Posteriormente, en opinión de Ruocco, ' vendrá la necesidad de vender, porque las empresas de Argentina van a salir a competir duramente con las uruguayas en los otros mercados internacionales '.	1	1	1	CoMeta	4
Ayer, Medina declaró que la SHCP ya comenzó el proceso de integración de propuestas de programas de retiro de las dependencias de la administración pública, y al a el respecto, la Secretaría de Hacienda desconoce aún lo que costará la salida de 10 mil empleados este año.	1	1	1	CoMeta	4
Acercó lentamente a su cara la palma de una mano y abrió la boca para dejar escapar una bocanada de aire caliente.	1	1	1	CoMeta	4
Cuenta con operaciones en 30 países y emplea a alrededor de 30.000 personas para la producción de aluminio y productos derivados.	1	1	0	CoMeta	4
El H8 fue similar a los equipos de bus S - 100 de la época, y como otras máquinas utilizaba el sistema operativo CP / M en disquete.	1	1	0	CoMeta	4
Tenía que comportarme comportar me a la altura de mi misión.	1	1	1	CoMeta	4
' Si él, en el brillo del mejor Renacimiento, así lo creía, ¿por qué hoy no hemos de olvidarnos olvidar nos de las menudas miserias y ahincarnos ahincar nos en el estudio? '	1	1	1	CoMeta	4
Es justamente lo que nos está permitiendo salvar vidas y proteger la salud de los ciudadanos mientras encontramos un tratamiento eficaz, una vacuna, un remedio seguro para luchar definitivamente contra este virus.	1	1	1	CoMeta	4
Cuando un distrito contiene la prefectura (capital) del de el departamento, esa prefectura es la capital del de el distrito, y se comporta tanto como una prefectura como una subprefectura.	1	1	0	CoMeta	4
Criticó el ' salvajismo político ' utilizado por su principal rival en la carrera presidencial, su antiguo amigo y ex gobernador de Zulia Francisco Arias Cárdenas, en la pasada campaña electoral.	1	1	1	CoMeta	4
Ese año, la segunda división estuvo conformada por 58 equipos, que se distribuyeron en cuatro zonas llamadas Norte, Centro, Occidente y Sur, cada una tenía su campeonato de Liguilla, del de el cual salieron cuatro equipos que disputaron las Semifinales.	1	1	0	CoMeta	4
La unidad participó en las operaciones de Trajano durante las Guerras Dacias, y al a el concluir fue estacionada en la nueva base de Apulum (Alba Iulia, Rumanía).	1	1	0	CoMeta	4
Muchos, la primera vez que la vimos fue en Hazañas Bélicas, aquellas historietas en que los americanos eran siempre corpulentos y campechanos, e iban mal afeitados, con un pitillo en la boca y el casco algo tirado hacia atrás.	1	1	0	CoMeta	4
Es posible que usted consiga ganarse ganar se el cielo y ser motivo de ejemplo en las tertulias que sostienen los ángeles después del almuerzo en las nubes rosadas, sin haber visto nunca un bosnio de cerca.	1	1	0	CoMeta	4
Este ataque particularmente violento, fue grabado en video desde los balcones del de el edificio situado al a el otro lado de la avenida.	1	1	0	CoMeta	4
Ambientadas en interiores, están más trabajadas y dan más importancia a los efectos de luz, aunque parte de dicho efecto puede deberse deber se a retoques introducidos en reediciones póstumas.	1	1	0	CoMeta	4
- - Por obra y gracia de un matrimonio de interés con un hombre que no quiere - - lo interrumpió Sara Noriega - -.	1	1	0	CoMeta	4
Antonia acababa de fregar los platos de la comida.	1	1	0	CoMeta	4
Un soldador como el del Liceo, con perdón.	1	1	0	CoMeta	4
El ex dictador chileno permaneció 17 meses detenido en Londres a raíz de una solicitud de extradición presentada por el juez español Baltasar Garzón, que lo procesó por genocidio, terrorismo y torturas, hasta que fue liberado el pasado 2 de marzo, en atención a su mala salud.	1	1	0	CoMeta	4
Los parámetros se refieren a las propiedades físicos del de el acuífero que son constantes con el tiempo, pero que sí pueden variar de un sitio al a el otro.	1	1	0	CoMeta	4
Fuentes políticas israelíes indicaron que Barak se quejará ante Clinton de la actitud que mantiene en las negociaciones el líder palestino, Yasser Arafat, a quien Israel culpa del bloqueo, en parte por aumentar sus exigencias tras la retirada israelí del Líbano.	1	1	0	CoMeta	4
Stein informó hoy al Consejo Permanente de que el proceso electoral en Perú fue ' irregular ' y subrayó que se enfrenta a ' una severa crisis de credibilidad '.	1	1	1	CoMeta	4
Clinton y Barak también estudian las consecuencias que la retirada israelí del Líbano puede tener en Oriente Medio.	1	1	0	CoMeta	4
He mencionado que la duración del Estado de Alarma será de seis meses, si así lo aprueba el Congreso esta semana.	1	1	0	CoMeta	4
Pero su destino era fatal y la mujer lo atrapó antes de que llegara a la puerta.	1	1	0	CoMeta	4
El comité de coordinación acordó reunirse reunir se cada seis meses e intercambiar visitas periódicas para estudiar nuevas oportunidades de inversión.	1	1	0	CoMeta	4
Son algunas de las medidas más señaladas que ustedes podrán consultar en esta orden que sale publicada en el Boletín Oficial del Estado, siempre y cuando las comunidades autónomas en el ejercicio de sus competencias no decidan por las razones que estimen oportuno, de carácter sanitario, restringir que en alguna zona concreta, en algún municipio concreto, estas medidas de alivio que se permiten y que entendemos que en esta tipología de municipios pueden perfectamente anticiparse anticipar se de fase.	1	1	1	CoMeta	4
Y en un abrir y cerrar de ojos, sin más aviso, la sanguinaria mujerzuela se dirigió con él a cuestas hacia la ventana y tiró al desdichado a la calle desde el cuarto piso.	1	1	0	CoMeta	4
Hemos seguido el criterio que desde el principio hemos defendido de que, para poder valorar los posibles efectos que tenga la progresión de fase en cada unidad territorial, es necesario permanecer -al menos hasta ahora lo consideramos así- un período mínimo de 14 días, que es el período de incubación que permite ver si ha habido efectos en el progreso de fase y como también en su día indicamos, a partir de este lunes, daremos publicidad a todos los informes que han avalado las decisiones previas hasta la progresión a fase 1 de todas las Comunidades Autónomas en un esfuerzo de transparencia que ha estado siempre en el ánimo del ministerio.	1	1	1	CoMeta	4
Ni aunque me llamara Sofía como la señora de aquella película tan terrible.	1	1	0	CoMeta	4
- - - Tiene usted tierras? - - preguntó Rafael un día.	1	1	0	CoMeta	4
Era un trasto en blanco y negro, una antigualla.	1	1	0	CoMeta	4
El Gobierno de España no cederá nunca, nunca, a ningún tipo de chantaje de quienes han practicado y alentado el terror; nunca.	1	1	1	CoMeta	4
Los documentos de la disolución con la firma de Mori y el sello del emperador Akihito se espera que sean entregados al presidente de la poderosa Cámara del Legislativo, Soichiro Ito, por el ministro Portavoz del gobierno Mikio Aoki, a primera hora de la tarde.	1	1	0	CoMeta	4
En primer lugar, una valoración de la utilidad del estado de alarma para combatir la mayor pandemia que hemos conocido en al menos 100 años.	1	1	1	CoMeta	4
Los ministros dieron la bienvenida a la selección de Canadá para la presidencia del Comité Ejecutivo de la Iniciativa del Transporte del Hemisferio Occidental (ITHO), mientras que la copresidencia será para Jamaica, Bolivia y Perú.	1	1	0	CoMeta	4
Eso es lo que hicieron.	0	0	0	CoMeta	4
Las autoridades costarricenses arrestaron a Niño Canales, peruana, después de una intensa investigación, porque la delincuente es considerada responsable de la entrada de miles de indocumentados a Estados Unidos, igual que Castillo, indica la sede estadounidense.	1	1	0	CoMeta	4
Pero la opinión de Vargas Llosa fue considerada como una intromisión en los asuntos políticos internos de México por un sector radical del PRI, que incluso solicitó su expulsión del país, cuando el escritor ya había viajado a Costa Rica en su gira para presentar su más reciente libro, ' La fiesta del chivo '.	1	1	0	CoMeta	4
Los pacientes con diabetes son cuatro veces más propensos a desarrollar enfermedad cardíacas que aquellos que no tienen diabetes.	1	1	1	CoMeta	4
Respecto a la movilidad entre distintas unidades territoriales, bien sean en provincias, bien sean islas, bien sean zonas de salud, de momento no está permitida la movilidad entre provincias.	1	1	0	CoMeta	4
Según portavoces de la firma, los semiconductores de Sony permitirán que otros productos que los utilicen lean programas de PlayStation 2, discos versátiles digitales (DVD) y envíen y reciban contenidos por Internet.	1	1	0	CoMeta	4
En cambio, sí que ha recordado que las condiciones del PP para cualquier pacto de legislatura serían las que plantearon en el acuerdo de investidura: el respeto a la Constitución y el Estatuto y dar prioridad a las políticas sociales y económicas por delante de los ' debates nacionalistas '.	1	1	0	CoMeta	4
Portavoz.- Muchas gracias ministro y, si te parece, quedamos a disposición de los medios de comunicación para que formulen las preguntas que les sugiera.	1	1	0	CoMeta	4
Tampoco a personas que hayan sufrido trastornos cardiovasculares.	0	0	0	CoMeta	4
Sin embargo, como ha ocurrido con los cambios de nombres de nuestros pueblos y ciudades, ha prevalecido en el ambiente popular el aborigen o antiguo nombre de ACOYAPA.	1	1	0	CoMeta	4
Quiere ver que la bondad prevalece ', aseguró la joven, que ha colaborado activamente en la campaña de Gore, al que ha aconsejado en ocasiones.	1	1	0	CoMeta	4
No hay confinamiento general en este nuevo Estado de Alarma, pero cuanto más nos quedemos en casa y menos contactos tengamos, más protegidos estaremos y más protegeremos a nuestros seres queridos y también la salud del conjunto de la ciudadanía.	1	1	0	CoMeta	4
El taxista levantaba el dedo oscuro, un dedo de gitano, hacia el cielo.	1	1	0	CoMeta	4
Y solo así, además lo conseguiremos.	1	1	0	CoMeta	4
Algunos miembros del de el equipo olímpico ruso de 1980, como Fetisov y Makarov, siguieron sus pasos meses después.	1	1	1	CoMeta	4
Sin embargo, el presidente de la CIU dijo que compartía algunas de las medidas adoptadas por el presidente Jorge Batlle, como el recorte del gasto público y las desregulaciones, pero advirtió de que el año 2000 ' no muestra mejorías y la industria nacional peligra '.	1	1	0	CoMeta	4
Gravestone puede realzarse realzar se mas si se inyecta stimulii, como electricidad, el cual sobrecarga sus sistema explotando sus músculos y apagando sus funciones cognoscitivas, cuando se sobrecarga es virtualmente imparable, y es mejor evitarlo evitar lo, cual, siendo que él fue mejorado en velocidad y destreza, es una bestia y en mayor parte de los casos fatal como el Dr. Nagata.	1	1	1	CoMeta	4
También se ha decidido eliminar a Fiyi como objetivo turístico, por lo que se propone tanto a las compañías del ramo como a los medios de comunicación que dejen de promover Fiji como destino vacacional, así como la suspensión de las actividades deportivas entre los dos estados.	1	1	0	CoMeta	4
Pero volvió a perder.	0	0	0	CoMeta	4
Y en este punto le voy a pasar la palabra al ministro de Sanidad que nos pondrá al día de las cuestiones sanitarias y también de cómo se encuentra la situación en los diferentes territorios.	1	1	1	CoMeta	4
En la pantalla, unos muchachos de pelo tieso, como recién salidos de un susto, se contorsionaban y chillaban lo mismo que si sufrieran un telele.	1	1	1	CoMeta	4
Nuestra propuesta, a partir del martes, que tendrá que ser debatida y en su caso aprobada por las Cortes Generales, será extender el Estado de Alarma durante 6 meses.	1	1	1	CoMeta	4
Las hojas son muy estrechas y están dispersas, lineales, con un borde plateado.	1	1	0	CoMeta	4
Son los niños del barrio, que llegan en vespertinas manadas porque ha corrido el rumor de que en el belén de mi piso la Virgen dio a luz gemelos..	1	1	1	CoMeta	4
Encuentro un sorprendente parecido con Medardo Fraile.	1	1	0	CoMeta	4
Pedí entonces a mi hijo que se deshiciera de una de las dos figuritas.	0	0	0	CoMeta	4
En esta ocasión una prórroga que tendrá vigencia hasta las 00:00 horas del próximo día 7 de junio.	1	1	0	CoMeta	4
Diversas dudas.	0	0	0	CoMeta	4
Y fíjese que lo ha hecho además a través de dos trampas que ha diseñado.	1	1	1	CoMeta	4
O dicho de otra manera: si el Partido Popular dice no confiar en este Gobierno, como lo dice todos los días, ¿por qué está eligiendo un instrumento que es un instrumento en el que no se pronuncia el Congreso de los Diputados? ¿Por qué deja solo en manos del Gobierno la restricción de un derecho fundamental, según ellos posible en el marco constitucional?	1	1	1	CoMeta	4
El pasado 6 de noviembre, el gobierno de Estados Unidos felicitó al de Costa Rica, por el arresto cinco días antes de la presunta traficante de personas Gloria Niño Canales, quien afronta cargos de corrupción y falsificación de documentos, agrega.	1	1	0	CoMeta	4
' Sé que el espíritu de mi padre vive y os lo agradezco ', dijo Caroline Kennedy en su primera aparición en una convención demócrata en apoyo del candidato del partido al que tradicionalmente pertenece su familia.	1	1	1	CoMeta	4
En unas horas se sabrá si ficha o si siguen las negociaciones.	0	0	0	CoMeta	4
Por eso en ocasiones esperaba durante horas al otro lado de la puerta, en el pasillo, provista de algún camuflaje razonable (la bolsa de la compra, el abrigo, el misal, el monedero), hasta escuchar sus pasos; entonces se precipitaba al descansillo, aturullada, fingiendo una sorpresa desmedida al encontrarle encontrar le, e intercambiaba con él breves disquisiciones sobre el tiempo, tema este que Antonia sacaba con tanto empeño y que exponía con tanto ardor que el buen hombre debió acabar creyendo que su vecina poseía una intensa vocación meteorológica.	1	1	1	CoMeta	4
Garrido tendrá hoy un partido especial, sobre todo por si puede engancharse enganchar se a la Europa League, que le daría vital importancia sobre todo en cuestión económica.	1	1	1	CoMeta	4
El día de la carrera deben pasar por el barco hundido, donde está la almeja, pero ¿podrá Uniqua ganar?	1	1	0	CoMeta	4
En el homenaje estuvieron presentes, además del presidente de la Fundación Andalucía Olímpica, Alejandro Rojas Marcos, el consejero de Turismo y Deporte de la Junta de Andalucía, José Hurtado, y el secretario general del Comité Parolímpico Español, Miguel Sagarra, entre otras autoridades.	1	1	0	CoMeta	4
Con servicio 24 horas, cuenta también con cafetería ' Las Capuchinas ', Salón de TV, sala de juegos, piscina con solarium - mirador, zona ajardinada y garaje.	1	1	0	CoMeta	4
Añadió que el interés de Aznar por entrevistarse entrevistar se con los máximos representantes empresariales y sindicales es una muestra de su talante de seguir con el proceso del diálogo social, ' eje básico de la política del Gobierno y que tan buenos resultados ' ha tenido para el empleo y la Seguridad Social.	1	1	1	CoMeta	4
Integran los tres un enfoque global de apoyo al país, a su seguridad y estabilidad que trasciende la dimensión estrictamente militar; una dimensión necesaria, pero insuficiente en el horizonte de una progresiva asunción por los afganos de su propia responsabilidad con la seguridad y el desarrollo económico y social de su pueblo, porque éste y no otro es el camino que hay que recorrer cuanto antes para poner fin a una misión que no puede tener una duración indefinida.	1	1	1	CoMeta	4
Son animales de hábitos nocturnos o crepusculares.	0	0	0	CoMeta	4
Mientras, Gibby fue de campamento a Casa de Spencer y se aburre porque él no puede arreglar la barra, pero van una nueva y se rompe toda.	1	1	0	CoMeta	4
Existe un sujeto individual e indefinible que soy yo, y nadie puede representarme representar me.	1	1	0	CoMeta	4
Lo veía en el cubo de los desperdicios, entre hollejos de patata, cáscaras de huevo y trozos marchitos de remolacha, mientras el otro, el escogido, presidía plácidamente el tibio belén.	1	1	1	CoMeta	4
Hemos apelado a su responsabilidad.	1	1	0	CoMeta	4
Y finalmente, impulsar la aplicación móvil RADAR-COVID, que, a través de la información que obtiene en el rastreo de contactos, nos permite conocer el nivel de riesgo de contagio y avisar a los interesados.	1	1	1	CoMeta	4
En su misiva, Zarrías destaca que un acuerdo de 1997 indica que cuando una comunidad autónoma desee que el Reino de España demande a otro Estado miembro por incumplimiento de las obligaciones de los tratados, lo pondrá en conocimiento del presidente de la Comisión de Seguimiento motivando su petición.	1	1	0	CoMeta	4
Se inicia la construcción del de el antiguo templo de Nuestra Señora de Guadalupe.	1	1	0	CoMeta	4
Y en esa evaluación de los progresos alcanzados con la actual estrategia de transición será, sin duda, muy relevante la Cumbre de la OTAN del próximo mes de noviembre en Lisboa.	1	1	1	CoMeta	4
Señor consejero, constatamos con satisfacción que Euskadi es un referente internacional en el ámbito de la justicia juvenil.	1	1	0	CoMeta	4
Las navieras de Japón, de otras naciones del lejano oriente, de Oriente Medio y de Europa han mostrado su preocupación por los ataques contra buques que navegan por el Estrecho de Malaca, el Mar de China Meridional o las rutas entre Singapur e Indonesia.	1	1	0	CoMeta	4
¡Y cómo, cuando están así dormidos, inspiran más ternura y compasión!	1	1	0	CoMeta	4
Las hermas de todos los tipos eran muy solicitadas por los romanos ricos para decorar sus casas y villas.	1	1	0	CoMeta	4
Tal fuente estuvo coronada por un León, el mismo que tras el arrasamiento de las murallas ha ornado durante muchos años la Plaza de Lasala.	1	1	1	CoMeta	4
Ahí estamos.	0	0	0	CoMeta	4
Las minas, sembradas en 1942 por las tropas del mariscal alemán Erwin Rommel como medida para cubrir la retirada nazi del norte de Egipto, tras la derrota a manos inglesas en El Alamein, se han cobrado, hasta el momento, la vida de más de 900 personas, e impiden proyectos de promoción inmobiliaria en la costa norte del país.	1	1	1	CoMeta	4
También dijo que considera que España ha tenido ' una presencia muy importante en el escenario internacional.	1	1	1	CoMeta	4
El filtro gris parecía respetar aquella ventana a la luz y el calor, pero las nubes persistían inmediatas como una amenaza total, como un ejército concentrado en la frontera, a punto para invadir la única nación hermosa y libre que quedara en el mundo.	1	1	1	CoMeta	4
Asimismo el Gobierno rumano anunció hoy medidas legislativas para fortalecer el control sobre los fondos mutuos de inversiones con el objetivo de impedir el fraude, el engaño y la falsa publicidad.	1	1	1	CoMeta	4
Y también corresponde a las CC.AA. escoger el perfil de sanitarios, de profesionales que tienen que hacer las labores de vigilancia activa, mejor, de vigilancia de casos (es una expresión que preferimos a la más común o popular, de ' rastreadores ').	1	1	1	CoMeta	4
' Nosotros no vamos allá derrotados.	1	1	0	CoMeta	4
Para eso están los Tribunales, tanto el Tribunal Constitucional, como el resto de tribunales.	0	0	0	CoMeta	4
No vamos a pronosticar cómo van a ir las cosas en un futuro, hay que tener mucho cuidado, hay que ir siempre con mucha prudencia, pero le puedo constatar y le puedo decir que, efectivamente, la evolución de la pandemia en Murcia está siendo muy correcta gracias en buena parte al trabajo que está haciendo la comunidad autónoma y los ciudadanos de Murcia.	1	1	0	CoMeta	4
El vicepresidente segundo y ministro de Economía y Hacienda, Rodrigo Rato, reconoció hoy que el Gobierno conocía ' hace tiempo ' los planes del BBVA y Telefónica de firmar una alianza estratégica, pero aseguró que no impulsó la operación.	1	1	1	CoMeta	4
Por su parte, el director ejecutivo de Algroup, Sergio Marchionne, dijo que ' la nueva compañía estará en mejor posición para servir las necesidades de sus clientes '.	1	1	0	CoMeta	4
Pero, Señorías, no nos limitamos a lamentar las pérdidas; también estamos actuando para que se haga justicia y les puedo anunciar que han sido arrestadas ya cuatro personas por su presunta implicación en el atentado del 25 de agosto.	1	1	0	CoMeta	4
Le informó la mulata de boca sangrienta sin levantar la vista de una máquina de calcular.	1	1	0	CoMeta	4
Muerto éste, las siguió Diego de Siloé.	1	1	0	CoMeta	4
Portavoz: en relación con la siguiente pregunta, decirle decir le que ojalá más fuerzas políticas se sumen a este proyecto de ilusión, de reconstrucción, que queremos para nuestro país.	1	1	1	CoMeta	4
' Propongo abrir la campaña con un debate político general entre los tres candidatos y cerrarla cerrar la con otro ', dijo Ríos, aunque advirtió que él está dispuesto a que en esos debates participen los cabezas de listas de otros partidos, como el PADE.	1	1	1	CoMeta	4
- - Marino! - - exclamó el hindú con entusiasmo.	1	1	0	CoMeta	4
Dos meses después de aquel apresurado café, el vecino se mudó de casa sin decir nada, y Antonia dedujo que no fue capaz de despedirse despedir se por miedo a mostrar sus emociones.	1	1	0	CoMeta	4
También es anfitriona junto a Miguel Bosé de la Gala del de el Sida que se celebra todos los años en Barcelona el Día Mundial del de el SIDA.	1	1	0	CoMeta	4
Popayán es una de las primeras diocesis erigidas en el nuevo mundo;	1	1	0	CoMeta	4
Hasta principios del mes de mayo, en concreto, el 9 de mayo.	0	0	0	CoMeta	4
El luso quiere esperar unos años.	1	1	0	CoMeta	4
Para ello, contrató a Edward Wilson como su científico principal, y luego Wilson se encargó de elegir a un equipo experimentado de colegas.	1	1	0	CoMeta	4
No obstante, el entrante primer ministro nombrado por el SDP-HSLS, Ivica Racan, ha llamado al electorado a que vote por Budisa, pues ' sólo con él podremos finalizar el trabajo iniciado el 3 de enero y cumplir los cambios prometidos '.	1	1	0	CoMeta	4
Anoche eliminó al Atlético en un partido que fue un belén de convulsiones, un guisote de testosterona y aspavientos, un revuelto de zancadillas, pisotones, carrerones, agarrones, codazos, manotazos y tarjetas de todos los colores.	1	1	1	CoMeta	4
Los equipos restantes juegan entre sí por los puestos 13 a 16.	0	0	0	CoMeta	4
Rafael acudió al instante con una galanura que hubiera bastado para derretir corazones más curtidos que el de ella, y bajo su fuerte mano (ay) la llave de paso cedió con docilidad de mantequilla.	1	1	1	CoMeta	4
Y a los dos días la desmienten.	1	1	0	CoMeta	4
El presidente argentino anunció el pasado lunes un nuevo paquete de medidas destinadas a bajar el gasto público, que implica una reducción de entre el 12 y el 15 por ciento de los salarios de los empleados públicos.	1	1	1	CoMeta	4
Este segundo controlador realiza las transferencias de 16 bits.	1	1	0	CoMeta	4
Mi vecino es un psiquiatra un poco loco.	1	1	0	CoMeta	4
De Latinoamérica figura el presidente de la Asamblea Nacional de Nicaragua, Iván Escobar.	1	1	0	CoMeta	4
Antonio no había venido y ella sola ensuciaba siempre poco, así es que acabó en un santiamén.	1	1	0	CoMeta	4
Mucho cuidado con esta entidad, está arruinando a miles de familias.	1	1	0	CoMeta	4
Las Tortugas Ninja dicen - ¡Mondo! - en las ocasiones en que otros personajes de dibujos animados - más censurados - dirían por ejemplo - ¡Cáspita! -	1	1	0	CoMeta	4
Recibe una supuesta bomba para cumplir su propósito, pero cuando intenta detonarla detonar la no pasa nada.	1	1	0	CoMeta	4
Pero Germán de Granda es un hombre apasionado y, por tanto, ingenuo.	1	1	0	CoMeta	4
Por eso no creo que sea necesario escribir un prólogo a no ser para explicar el título aunque la mayor parte de los lectores saben lo que es el toque de queda.	1	1	0	CoMeta	4
Acaba de publicar un libro que no vacilo en calificar de importante.	1	1	0	CoMeta	4
Según cálculos oficiales, existen alrededor de 18 millones de minas desperdigadas en un único espacio de 288.000 hectáreas de desierto, una quinta parte de las que están dispersas por el planeta, lo que convierte a Egipto en el primer país minado del mundo.	1	1	0	CoMeta	4
La cena del Holiday Inn es casi tan elegante como la del Hilton.	1	1	0	CoMeta	4
Está previsto que en el transcurso del día el gabinete de Mori decida formalmente el 25 de junio como la fecha para los comicios, que serán las primeras elecciones generales desde octubre de 1996.	1	1	0	CoMeta	4
De súbito don Antonio intentó huir, entonces se entabló un forcejeo entre los dos.	1	1	0	CoMeta	4
Speight aún no ha logrado consolidar su intentona, aunque sí la disolución del gobierno de Chaudhry, y negocia con un régimen militar, impuesto en el país el lunes pasado, una salida a la crisis política que originó el 19 de mayo, cuando entró con seis hombres armados en el Parlamento.	1	1	1	CoMeta	4
Pero de joven me habría gustado ser marino para recorrer el canal de Panamá.	1	1	0	CoMeta	4
Nosotros seguimos teniendo un diálogo fluido con todas las fuerzas políticas que hicieron posible la investidura del señor Sánchez.	1	1	1	CoMeta	4
Por su parte, un grupo médico de la Cruz Roja manifestó que lo que más afectaba a los cautivos, entre los que se encuentran cinco mujeres, es el ambiente deprimente en el que viven.	1	1	0	CoMeta	4
' No podemos ocultar la realidad de que Argentina es la mejor, lo ha demostrado en todas las canchas a las que ha ido, ganando todos los partidos, pero no por eso quiere decir que sea invencible ', dijo por su lado, Alex Aguinaga a los periodistas deportivos.	1	1	1	CoMeta	4
Ferit Orhan Pamuk (Estambul, 7 de junio de 1952) es un escritor turco, Premio Nobel de Literatura 2006.	1	1	0	CoMeta	4
En el área dedicada a la movilidad del de el futuro también estará presente -- a pesar de que prácticamente con la visión de ' realidad aumentada ' -- el elemento Lamborghini Sexto, el coche concepto construido enteramente de carbono, el resultado de la investigación de Automobili Lamborghini en el uso de materiales compuestos.	1	1	0	CoMeta	4
El número de minas antipersonas que posee Vietnam, país que sigue fabricándolas fabricando las aunque ha prohibido su exportación, se desconoce, concluye la organización.	1	1	0	CoMeta	4
Respecto a Fase II podrán ver las limitaciones de aforo que establecimos para este tipo de reuniones y, lógicamente, cuando vayamos progresando y estemos ya con normalidad pues también procederemos a normalizar este tipo de congresos.	1	1	1	CoMeta	4
Germán de Granda es un investigador de gran solvencia, el primero entre nosotros en las indagaciones lingüísticas sobre el África negra y sus relaciones e influencia sobre el español.	1	1	0	CoMeta	4
Anoche ganó el Real Madrid, pero ese equipo de mis entretelas es una jaula de grillos.	1	1	0	CoMeta	4
La ropa estaba planchada, los armarios bien dispuestos, las cacerolas limpias y secas, y la víspera había repasado todos los botones de las camisas de Antonio y subido el dobladillo de sus trajes de verano, porque la moda se presentaba faldicorta.	1	1	0	CoMeta	4
Dichas cantidades servirían para recortar la deuda salarial que mantiene el Consistorio con los operarios.	1	1	0	CoMeta	4
De Pury y Luxembourg habían anunciado en junio una alianza comercial con otros dos antiguos expertos de Sotheby's, Lucy Mitchell Innes y David Nash, considerados como dos de los más importantes intermediarios de arte en Estados Unidos, pero la fusión obligaría a poner fin a esa relación.	1	1	1	CoMeta	4
Decirle Decir le igualmente que en esa dinámica que se había generado previo a que irrumpiera desgraciadamente esta pandemia sanitaria, ya se venía trabajando en el entorno del Diálogo Social para estudiar, para analizar con las prisas justas, todos aquellos aspectos que se podían considerar más lesivos de aquella reforma laboral que no fue pactada con nadie, ni con partidos políticos, ni con empresarios, ni con sindicatos.	1	1	1	CoMeta	4
